Class Name,API Name,Number of Input Parameters,Input Parameter Types,_merge
UserManagerService$LifeCycle,getUserHandle,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getUserIcon,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getUserInfo,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getUserRestrictionSource,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getUserRestrictionSources,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getUserRestrictions,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getUserSerialNumber,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getUserStartRealtime,1,"[<Application,Lcom/android/server/pm/UserManagerService>]",right_only
UserManagerService$LifeCycle,getUserUnlockRealtime,1,"[<Application,Lcom/android/server/pm/UserManagerService>]",right_only
UserManagerService$LifeCycle,getUsers,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,Z>]",right_only
UserManagerService$LifeCycle,hasBaseUserRestriction,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,hasRestrictedProfiles,1,"[<Application,Lcom/android/server/pm/UserManagerService>]",right_only
UserManagerService$LifeCycle,hasUserRestriction,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,hasUserRestrictionOnAnyUser,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>]",right_only
UserManagerService$LifeCycle,isDemoUser,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,isManagedProfile,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,isQuietModeEnabled,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,isRestricted,1,"[<Application,Lcom/android/server/pm/UserManagerService>]",right_only
UserManagerService$LifeCycle,isSameProfileGroup,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,isUserNameSet,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,isUserRunning,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,isUserUnlocked,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,isUserUnlockingOrUnlocked,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,markGuestForDeletion,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,removeUser,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,removeUserEvenWhenDisallowed,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,requestQuietModeEnabled,5,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>, <Application,Landroid/content/IntentSender>]",right_only
UserManagerService$LifeCycle,semGetSemUserInfo,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,setApplicationRestrictions,4,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Application,Landroid/os/Bundle>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,setDefaultGuestRestrictions,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Landroid/os/Bundle>]",right_only
UserManagerService$LifeCycle,setSeedAccountData,6,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Landroid/os/PersistableBundle>, <Primordial,Z>]",right_only
UserManagerService$LifeCycle,setUserAccount,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>, <Application,Ljava/lang/String>]",right_only
UserManagerService$LifeCycle,setUserAdmin,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,setUserEnabled,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,setUserIcon,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>, <Application,Landroid/graphics/Bitmap>]",right_only
UserManagerService$LifeCycle,setUserName,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>, <Application,Ljava/lang/String>]",right_only
UserManagerService$LifeCycle,setUserRestriction,4,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,someUserHasSeedAccount,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",right_only
UserManagerService$LifeCycle,updateUserInfo,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>, <Application,Landroid/os/Bundle>]",right_only
UsbService$Lifecycle,countKeyBoardConnectedviaUsbHost,1,"[<Application,Lcom/android/server/usb/UsbService>]",right_only
UsbService$Lifecycle,countMouseConnectedviaUsbHost,1,"[<Application,Lcom/android/server/usb/UsbService>]",right_only
UsbService$Lifecycle,isSupportDexRestrict,1,"[<Application,Lcom/android/server/usb/UsbService>]",right_only
UsbService$Lifecycle,isUsb30Available,1,"[<Application,Lcom/android/server/usb/UsbService>]",right_only
UsbService$Lifecycle,isUsb30Enabled,1,"[<Application,Lcom/android/server/usb/UsbService>]",right_only
UsbService$Lifecycle,isUsbBlocked,1,"[<Application,Lcom/android/server/usb/UsbService>]",right_only
UsbService$Lifecycle,restrictUsbHostInterface,3,"[<Application,Lcom/android/server/usb/UsbService>, <Primordial,Z>, <Application,Ljava/lang/String>]",right_only
UsbService$Lifecycle,semGetUsbDebugState,1,"[<Application,Lcom/android/server/usb/UsbService>]",right_only
UsbService$Lifecycle,semGrantDevicePermission,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbDevice>, <Primordial,I>]",right_only
UsbService$Lifecycle,semSetDevicePackage,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbDevice>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
UsbService$Lifecycle,semSetMode,2,"[<Application,Lcom/android/server/usb/UsbService>, <Primordial,I>]",right_only
UsbService$Lifecycle,semSetUsbDebug,2,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>]",right_only
UsbService$Lifecycle,setUsb30Mode,2,"[<Application,Lcom/android/server/usb/UsbService>, <Primordial,Z>]",right_only
WifiScanningService,semSetWifiState,2,"[<Application,Lcom/android/server/wifi/scanner/WifiScanningServiceImpl>, <Primordial,I>]",right_only
WifiScanningService,setSimulatorData,2,"[<Application,Lcom/android/server/wifi/scanner/WifiScanningServiceImpl>, <Application,Ljava/util/List>]",right_only
WifiScanningService,startAndStopSimulation,2,"[<Application,Lcom/android/server/wifi/scanner/WifiScanningServiceImpl>, <Primordial,Z>]",right_only
ASKSManagerService,checkASKSTarget,2,"[<Application,Lcom/android/server/asks/ASKSManagerService>, <Primordial,I>]",right_only
ASKSManagerService,checkDeletableListForASKS,1,"[<Application,Lcom/android/server/asks/ASKSManagerService>]",right_only
ASKSManagerService,checkRestrictedPermission,3,"[<Application,Lcom/android/server/asks/ASKSManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",right_only
ASKSManagerService,clearASKSruleForRemovedPackage,2,"[<Application,Lcom/android/server/asks/ASKSManagerService>, <Application,Ljava/lang/String>]",right_only
ASKSManagerService,getGrantedPermissionsForAASA,2,"[<Application,Lcom/android/server/asks/ASKSManagerService>, <Application,Ljava/lang/String>]",right_only
ASKSManagerService,getSEInfo,2,"[<Application,Lcom/android/server/asks/ASKSManagerService>, <Application,Ljava/lang/String>]",right_only
ASKSManagerService,getUNvalueForASKS,1,"[<Application,Lcom/android/server/asks/ASKSManagerService>]",right_only
ASKSManagerService,postASKSsetup,4,"[<Application,Lcom/android/server/asks/ASKSManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
ASKSManagerService,systemReady,1,"[<Application,Lcom/android/server/asks/ASKSManagerService>]",right_only
ASKSManagerService,verifyASKStokenForPackage,8,"[<Application,Lcom/android/server/asks/ASKSManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,[Landroid/content/pm/Signature>, <Application,Ljava/lang/String>, <Application,Ljava/util/List>, <Primordial,Z>]",right_only
SdpManagerService$Lifecycle,addEngine,4,"[<Application,Lcom/android/server/SdpManagerService>, <Application,Lcom/samsung/android/knox/sdp/core/SdpCreationParam>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",right_only
SdpManagerService$Lifecycle,allow,3,"[<Application,Lcom/android/server/SdpManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",right_only
SdpManagerService$Lifecycle,clearEncPkgCache,3,"[<Application,Lcom/android/server/SdpManagerService>, <Primordial,I>, <Application,Ljava/lang/String>]",right_only
SdpManagerService$Lifecycle,clearEncPkgData,3,"[<Application,Lcom/android/server/SdpManagerService>, <Primordial,I>, <Application,Ljava/lang/String>]",right_only
SdpManagerService$Lifecycle,createEncPkgDir,3,"[<Application,Lcom/android/server/SdpManagerService>, <Primordial,I>, <Application,Ljava/lang/String>]",right_only
SdpManagerService$Lifecycle,deleteToeknFromTrusted,2,"[<Application,Lcom/android/server/SdpManagerService>, <Application,Ljava/lang/String>]",right_only
SdpManagerService$Lifecycle,disallow,3,"[<Application,Lcom/android/server/SdpManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",right_only
SdpManagerService$Lifecycle,enroll,4,"[<Application,Lcom/android/server/SdpManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",right_only
SdpManagerService$Lifecycle,exists,2,"[<Application,Lcom/android/server/SdpManagerService>, <Application,Ljava/lang/String>]",right_only
SdpManagerService$Lifecycle,getEncPkgDataSizeInfo,3,"[<Application,Lcom/android/server/SdpManagerService>, <Primordial,I>, <Application,Ljava/lang/String>]",right_only
SdpManagerService$Lifecycle,getEngineInfo,2,"[<Application,Lcom/android/server/SdpManagerService>, <Application,Ljava/lang/String>]",right_only
SdpManagerService$Lifecycle,getSupportedSDKVersion,1,"[<Application,Lcom/android/server/SdpManagerService>]",right_only
SdpManagerService$Lifecycle,isDefaultPathUser,2,"[<Application,Lcom/android/server/SdpManagerService>, <Primordial,I>]",right_only
SdpManagerService$Lifecycle,isLegacyEncryption,2,"[<Application,Lcom/android/server/SdpManagerService>, <Primordial,I>]",right_only
SdpManagerService$Lifecycle,isLicensed,1,"[<Application,Lcom/android/server/SdpManagerService>]",right_only
SdpManagerService$Lifecycle,isSDPEnabled,2,"[<Application,Lcom/android/server/SdpManagerService>, <Primordial,I>]",right_only
SdpManagerService$Lifecycle,isSdpSupported,1,"[<Application,Lcom/android/server/SdpManagerService>]",right_only
SdpManagerService$Lifecycle,lock,2,"[<Application,Lcom/android/server/SdpManagerService>, <Application,Ljava/lang/String>]",right_only
