Class Name,API Name,Number of Input Parameter,Input Parameter Types,List of Methods Invoked
Lcom/android/server/usb/UsbService$Lifecycle,grantAccessoryPermission,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbAccessory>, <Primordial,I>]","['getSettingsForUser', 'grantAccessoryPermission', 'getUserId', 'enforceCallingOrSelfPermission']"
Lcom/android/server/usb/UsbService$Lifecycle,grantDevicePermission,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbDevice>, <Primordial,I>]","['grantDevicePermission', 'getSettingsForUser', 'getUserId', 'enforceCallingOrSelfPermission']"
Lcom/android/server/usb/UsbService$Lifecycle,hasAccessoryPermission,2,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbAccessory>]","['getCallingUserId', 'getSettingsForUser', 'hasPermission']"
Lcom/android/server/usb/UsbService$Lifecycle,hasDefaults,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>, <Primordial,I>]","['checkStringNotEmpty', 'of', 'hasDefaults', 'getSettingsForProfileGroup', 'enforceCallingOrSelfPermission']"
Lcom/android/server/usb/UsbService$Lifecycle,hasDevicePermission,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbDevice>, <Application,Ljava/lang/String>]","['getCallingUserId', 'getSettingsForUser', 'getCallingUid', 'hasPermission']"
Lcom/android/server/usb/UsbService$Lifecycle,isFunctionEnabled,2,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>]","['getCurrentFunctions', 'usbFunctionsFromString']"
Lcom/android/server/usb/UsbService$Lifecycle,openAccessory,2,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbAccessory>]","['isCallerInCurrentUserProfileGroupLocked', 'getCallingUserId', 'getSettingsForUser', 'w', 'openAccessory', 'toString', '<init>', 'append']"
Lcom/android/server/usb/UsbService$Lifecycle,openDevice,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]","['isCallerInCurrentUserProfileGroupLocked', 'getCallingUserId', 'getSettingsForUser', 'getCallingUid', 'w', 'toString', 'openDevice', '<init>', 'append']"
Lcom/android/server/usb/UsbService$Lifecycle,requestAccessoryPermission,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbAccessory>, <Application,Ljava/lang/String>, <Application,Landroid/app/PendingIntent>]","['requestPermission', 'getCallingUserId', 'getSettingsForUser']"
Lcom/android/server/usb/UsbService$Lifecycle,requestDevicePermission,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbDevice>, <Application,Ljava/lang/String>, <Application,Landroid/app/PendingIntent>]","['requestPermission', 'getCallingUserId', 'getSettingsForUser', 'getCallingUid']"
Lcom/android/server/usb/UsbService$Lifecycle,setAccessoryPackage,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbAccessory>, <Application,Ljava/lang/String>, <Primordial,I>]","['checkNotNull', 'of', 'setAccessoryPackage', 'getSettingsForProfileGroup', 'enforceCallingOrSelfPermission']"
Lcom/android/server/usb/UsbService$Lifecycle,setCurrentFunction,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>, <Primordial,Z>]","['setCurrentFunctions', 'usbFunctionsFromString']"
Lcom/android/server/usb/UsbService$Lifecycle,setCurrentFunctions,2,"[<Application,Lcom/android/server/usb/UsbService>, <Primordial,J>]","['setCurrentFunctions', 'checkState', 'checkArgument', 'areSettableFunctions', 'enforceCallingOrSelfPermission']"
Lcom/android/server/usb/UsbService$Lifecycle,setDevicePackage,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbDevice>, <Application,Ljava/lang/String>, <Primordial,I>]","['checkNotNull', 'of', 'getSettingsForProfileGroup', 'setDevicePackage', 'enforceCallingOrSelfPermission']"
Lcom/android/server/usb/UsbService$Lifecycle,setPortRoles,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>]","['restoreCallingIdentity', 'checkNotNull', 'checkRoles', 'clearCallingIdentity', 'setPortRoles', 'enforceCallingOrSelfPermission']"
Lcom/android/server/usb/UsbService$Lifecycle,setScreenUnlockedFunctions,2,"[<Application,Lcom/android/server/usb/UsbService>, <Primordial,J>]","['checkState', 'checkArgument', 'areSettableFunctions', 'setScreenUnlockedFunctions', 'enforceCallingOrSelfPermission']"
Lcom/android/server/usb/UsbService$Lifecycle,setUsbDeviceConnectionHandler,2,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/content/ComponentName>]","['getCallingUserId', 'setUsbDeviceConnectionHandler', '<init>', 'enforceCallingOrSelfPermission']"
Lcom/android/server/wifi/scanner/WifiScanningService,getAvailableChannels,2,"[<Application,Lcom/android/server/wifi/scanner/WifiScanningServiceImpl>, <Primordial,I>]","['add', 'putIntegerArrayList', 'getAvailableScanChannels', 'trace', 'getCallingUid', 'c', 'flush', 'valueOf', 'updateChannels', '<init>']"
Lcom/android/server/wifi/scanner/WifiScanningService,getMessenger,1,"[<Application,Lcom/android/server/wifi/scanner/WifiScanningServiceImpl>]","['trace', 'getCallingUid', 'c', 'loge', 'flush', '<init>']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,verifyCredential,7,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>, <Application,Lcom/android/server/locksettings/LockSettingsStorage$CredentialHash>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,J>, <Application,Lcom/android/internal/widget/ICheckCredentialProgressCallback>]","['getSystemService', 'onCredentialVerified', 'isManagedProfileWithSeparatedLock', 'requireStrongAuth', 'legacyPasswordToHash', 'patternToHash', 'activateEscrowTokens', 'lockScreenSecretAvailable', 'setDeviceLockedForUser', 'getBytes', 'verifyChallenge', 'patternStringToBaseZero', 'setLockCredentialInternal', 'getTimeout', 'initializeSyntheticPasswordLocked', 'unlockKeystore', 'secretFromCredential', 'convertResponse', 'valueOf', 'shouldMigrateToSyntheticPasswordLocked', 'isEmpty', 'i', 'unlockUser', 'notifyActivePasswordMetricsAvailable', '<init>', 'getShouldReEnroll', 'noteDiskRead', 'getPayload', 'equals', 'getGateKeeperService', 'getResponseCode', 'toString', 'stringToPattern', 'append']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,checkCredential,5,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>, <Application,Lcom/android/internal/widget/ICheckCredentialProgressCallback>]","['checkPasswordReadPermission', 'doVerifyCredential']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,checkVoldPassword,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]","['clearPassword', 'isLockPasswordEnabled', 'getPassword', 'restoreCallingIdentity', 'getStorageManager', 'checkPasswordReadPermission', 'isLockPatternEnabled', 'getResponseCode', 'clearCallingIdentity', 'checkCredential']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,closeSession,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>]",['closeSession']
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,generateKey,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>]",['generateKey']
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,getBoolean,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>]","['getStringUnchecked', 'equals', 'isEmpty', 'checkReadPermission']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,getHashFactor,3,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>]","['getDecryptedPasswordForTiedProfile', 'derivePasswordHashFactor', 'e', 'checkPasswordReadPermission', 'w', 'getSyntheticPasswordHandleLocked', 'getGateKeeperService', 'isEmpty', 'isManagedProfileWithUnifiedLock', 'isSyntheticPasswordBasedCredentialLocked', 'unwrapPasswordBasedSyntheticPassword']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,getKey,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>]",['getKey']
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,getKeyChainSnapshot,1,"[<Application,Lcom/android/server/locksettings/LockSettingsService>]",['getKeyChainSnapshot']
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,getLong,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,J>, <Primordial,I>]","['getStringUnchecked', 'parseLong', 'isEmpty', 'checkReadPermission']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,getRecoverySecretTypes,1,"[<Application,Lcom/android/server/locksettings/LockSettingsService>]",['getRecoverySecretTypes']
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,getRecoveryStatus,1,"[<Application,Lcom/android/server/locksettings/LockSettingsService>]",['getRecoveryStatus']
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,getSeparateProfileChallengeEnabled,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]","['getBoolean', 'checkReadPermission']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,getString,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]","['getStringUnchecked', 'checkReadPermission']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,getStrongAuthForUser,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]","['getStrongAuthForUser', 'checkPasswordReadPermission']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,havePassword,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]","['checkPasswordHavePermission', 'getSyntheticPasswordHandleLocked', 'isSyntheticPasswordBasedCredentialLocked', 'hasPassword', 'getCredentialType']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,havePattern,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]","['checkPasswordHavePermission', 'getSyntheticPasswordHandleLocked', 'isSyntheticPasswordBasedCredentialLocked', 'hasPattern', 'getCredentialType']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,importKey,3,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,[B>]",['importKey']
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,recoverKeyChainSnapshot,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,[B>, <Application,Ljava/util/List>]",['recoverKeyChainSnapshot']
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,registerStrongAuthTracker,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Landroid/app/trust/IStrongAuthTracker>]","['registerStrongAuthTracker', 'checkPasswordReadPermission']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,removeKey,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>]",['removeKey']
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,requireStrongAuth,3,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>, <Primordial,I>]","['requireStrongAuth', 'checkWritePermission']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,resetKeyStore,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]","['next', 'e', 'hasNext', '<init>', 'checkWritePermission', 'hasChildProfileLock', 'tieProfileLockToParent', 'isManagedProfile', 'isSeparateProfileChallengeEnabled', 'getDecryptedPasswordForTiedProfile', 'iterator', 'getUid', 'clearUid', 'toString', 'getProfiles', 'append', 'getProfileIdsWithDisabled']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,setBoolean,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>]","['setStringUnchecked', 'checkWritePermission']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,setLockCredential,6,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>]","['setLockCredentialInternal', 'setSeparateProfileChallengeEnabledLocked', 'notifySeparateProfileChallengeChanged', 'notifyPasswordChanged', 'checkWritePermission']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,setLong,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,J>, <Primordial,I>]","['setStringUnchecked', 'toString', 'checkWritePermission']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,setRecoverySecretTypes,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,[I>]",['setRecoverySecretTypes']
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,setRecoveryStatus,3,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>]",['setRecoveryStatus']
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,setSeparateProfileChallengeEnabled,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>, <Primordial,Z>, <Application,Ljava/lang/String>]","['setSeparateProfileChallengeEnabledLocked', 'notifySeparateProfileChallengeChanged', 'checkWritePermission']"
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,setServerParams,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,[B>]",['setServerParams']
Lcom/android/server/locksettings/LockSettingsService$Lifecycle,setSnapshotCreatedPendingIntent,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Landroid/app/PendingIntent>]",['setSnapshotCreatedPendingIntent']
