Class Name,API Name,Number of Input Parameter,Input Parameter Types,List of Methods Invoked
Lcom/android/server/wifi/WifiService,reportActivityInfo,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]","['getCallingUid', 'c', 'd', 'e', 'isValid', 'getSupportedFeatures', '<init>', 'getElapsedSinceBootMillis', 'flush', 'getAveragePower', 'syncGetLinkLayerStats', 'enforceAccessPermission', 'toString', 'append', 'info']"
Lcom/android/server/wifi/WifiService,requestActivityInfo,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/os/ResultReceiver>]","['getCallingUid', 'c', 'flush', '<init>', 'send', 'info', 'reportActivityInfo', 'putParcelable']"
Lcom/android/server/wifi/WifiService,restoreBackupData,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,[B>]","['restoreNetworks', 'getCallingUid', 'c', 'flush', 'd', 'e', 'enforceNetworkSettingsPermission', 'retrieveConfigurationsFromBackupData', 'info']"
Lcom/android/server/wifi/WifiService,restoreSupplicantBackupData,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,[B>, <Primordial,[B>]","['restoreNetworks', 'trace', 'getCallingUid', 'c', 'flush', 'd', 'e', 'enforceNetworkSettingsPermission', 'retrieveConfigurationsFromSupplicantBackupData']"
Lcom/android/server/wifi/WifiService,retrieveBackupData,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]","['getCallingUid', 'c', 'flush', 'd', 'e', 'enforceNetworkSettingsPermission', 'syncGetPrivilegedConfiguredNetwork', 'retrieveBackupDataFromConfigurations', 'info']"
Lcom/android/server/wifi/WifiService,setCountryCode,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]","['setCountryCode', 'getCallingUid', 'restoreCallingIdentity', 'c', 'flush', 'clearCallingIdentity', 'i', 'toString', '<init>', 'enforceConnectivityInternalPermission', 'append', 'info']"
Lcom/android/server/wifi/WifiService,setWifiApConfiguration,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/net/wifi/WifiConfiguration>, <Application,Ljava/lang/String>]","['getCallingUid', 'c', 'flush', 'post', 'validateApWifiConfiguration', 'e', 'enforceChangePermission', 'checkConfigOverridePermission', 'toString', '<init>', 'append', 'info']"
Lcom/android/server/wifi/WifiService,setWifiEnabled,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>, <Primordial,Z>]","['getCallingUid', 'restoreCallingIdentity', 'c', 'd', 'checkNetworkSettingsPermission', 'handleWifiToggled', 'startConsentUi', 'enforceChangePermission', 'sendMessage', '<init>', 'isAirplaneModeOn', 'flush', 'getWifiEnabledState', 'clearCallingIdentity', 'toString', 'getCallingPid', 'append', 'info']"
Lcom/android/server/wifi/WifiService,startLocalOnlyHotspot,4,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/os/Messenger>, <Application,Landroid/os/IBinder>, <Application,Ljava/lang/String>]","['enforceLocationPermission', 'getCallingUid', 'c', 'valueOf', 'enforceChangePermission', 'isEmpty', 'hasUserRestriction', 'startSoftApInternal', '<init>', 'generateLocalOnlyHotspotConfig', 'put', 'warn', 'contains', 'trace', 'flush', 'get', 'sendHotspotStartedMessage', 'getCallingPid', 'getLocationModeSetting', 'isAppForeground', 'info']"
Lcom/android/server/wifi/WifiService,startScan,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>]","['getCallingUid', 'restoreCallingIdentity', 'c', 'sendFailedScanBroadcast', 'e', 'enforceChangePermission', 'runWithScissors', '<init>', 'enforceCanAccessScanResults', 'flush', 'clearCallingIdentity', 'booleanValue', 'getWifiStateMachineHandler', 'info']"
Lcom/android/server/wifi/WifiService,startSoftAp,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/net/wifi/WifiConfiguration>]","['getCallingUid', 'c', 'flush', 'enforceNetworkStackPermission', 'isEmpty', 'stopSoftApInternal', 'startSoftApInternal', 'info']"
Lcom/android/server/wifi/WifiService,startSubscriptionProvisioning,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/net/wifi/hotspot2/OsuProvider>, <Application,Landroid/net/wifi/hotspot2/IProvisioningCallback>]","['getCallingUid', 'trace', 'c', 'flush', 'syncStartSubscriptionProvisioning', 'enforceNetworkSettingsPermission', 'getPackageManager', 'hasSystemFeature', 'toString', '<init>']"
Lcom/android/server/wifi/WifiService,startWatchLocalOnlyHotspot,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/os/Messenger>, <Application,Landroid/os/IBinder>]","['enforceNetworkSettingsPermission', '<init>']"
Lcom/android/server/wifi/WifiService,stopLocalOnlyHotspot,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]","['unregisterCallingAppAndStopLocalOnlyHotspot', 'getCallingUid', 'c', 'flush', 'unlinkDeathRecipient', 'valueOf', 'get', 'getCallingPid', 'info']"
Lcom/android/server/wifi/WifiService,stopSoftAp,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]","['getCallingUid', 'trace', 'c', 'flush', 'enforceNetworkStackPermission', 'isEmpty', 'stopSoftApInternal', 'info']"
Lcom/android/server/wifi/WifiService,stopWatchLocalOnlyHotspot,1,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>]","['enforceNetworkSettingsPermission', '<init>']"
Lcom/android/server/wifi/WifiService,unregisterSoftApCallback,2,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Primordial,I>]","['getCallingUid', 'c', 'flush', 'post', 'enforceNetworkSettingsPermission', '<init>', 'info']"
Lcom/android/server/wifi/WifiService,updateInterfaceIpState,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'c', 'flush', 'post', 'enforceNetworkStackPermission', '<init>', 'info']"
Lcom/android/server/wifi/WifiService,updateWifiLockWorkSource,3,"[<Application,Lcom/android/server/wifi/WifiServiceImpl>, <Application,Landroid/os/IBinder>, <Application,Landroid/os/WorkSource>]","['getCallingUid', 'c', 'flush', 'updateWifiLockWorkSource', 'info']"
Lcom/android/server/pm/ShortcutService$Lifecycle,addDynamicShortcuts,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ParceledListSlice>, <Primordial,I>]","['injectBinderCallingUid', 'packageShortcutsChanged', 'assignImplicitRanks', 'getPackageShortcutsForPublisherLocked', 'verifyStates', 'injectBinderCallingPid', 'enforceShortcutCountsBeforeOperation', 'injectHasUnlimitedShortcutsApiCallsPermission', 'verifyCaller', 'verifyShortcutInfoPackages', 'clearAllImplicitRanks', 'size', 'getList', 'setRankChanged', 'tryApiCall', 'get', 'throwIfUserLockedL', 'addOrReplaceDynamicShortcut', 'fixUpIncomingShortcutInfo', 'fillInDefaultActivity', 'ensureImmutableShortcutsNotIncluded', 'adjustRanks']"
Lcom/android/server/pm/ShortcutService$Lifecycle,applyRestore,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Primordial,[B>, <Primordial,I>]","['getUserShortcutsLocked', 'mergeRestoredFile', 'loadUserInternal', 'rescanUpdatedPackagesLocked', 'wtf', 'save', '<init>', 'saveUserLocked', 'enforceSystem', 'isUserUnlockedL', 'w', 'toString', 'append']"
Lcom/android/server/pm/ShortcutService$Lifecycle,createShortcutResultIntent,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ShortcutInfo>, <Primordial,I>]","['createShortcutResultIntent', 'checkNotNull', 'verifyShortcutInfoPackage', 'verifyStates', 'isEnabled', 'checkArgument', 'throwIfUserLockedL', 'verifyCaller']"
Lcom/android/server/pm/ShortcutService$Lifecycle,disableShortcuts,6,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Ljava/util/List>, <Application,Ljava/lang/CharSequence>, <Primordial,I>, <Primordial,I>]","['checkStringNotEmpty', 'packageShortcutsChanged', 'getPackageShortcutsForPublisherLocked', 'verifyStates', 'verifyCaller', 'isShortcutExistsAndVisibleToPublisher', 'checkNotNull', 'size', 'get', 'throwIfUserLockedL', 'toString', 'ensureImmutableShortcutsNotIncludedWithIds', 'disableWithId', 'adjustRanks']"
Lcom/android/server/pm/ShortcutService$Lifecycle,enableShortcuts,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Ljava/util/List>, <Primordial,I>]","['checkStringNotEmpty', 'packageShortcutsChanged', 'checkNotNull', 'getPackageShortcutsForPublisherLocked', 'size', 'verifyStates', 'get', 'throwIfUserLockedL', 'ensureImmutableShortcutsNotIncludedWithIds', 'enableWithId', 'verifyCaller', 'isShortcutExistsAndVisibleToPublisher']"
Lcom/android/server/pm/ShortcutService$Lifecycle,getBackupPayload,2,"[<Application,Lcom/android/server/pm/ShortcutService>, <Primordial,I>]","['getUserShortcutsLocked', 'saveUserInternalLocked', 'wtf', 'save', '<init>', 'forAllPackageItems', 'forAllLaunchers', 'enforceSystem', 'isUserUnlockedL', 'forAllPackages', 'toByteArray', 'w', 'toString', 'scheduleSaveUser', 'append', 'saveDirtyInfo']"
Lcom/android/server/pm/ShortcutService$Lifecycle,getDynamicShortcuts,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]","['getShortcutsWithQueryLocked', 'throwIfUserLockedL', 'verifyCaller']"
Lcom/android/server/pm/ShortcutService$Lifecycle,getIconMaxDimensions,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]",['verifyCaller']
Lcom/android/server/pm/ShortcutService$Lifecycle,getManifestShortcuts,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]","['getShortcutsWithQueryLocked', 'throwIfUserLockedL', 'verifyCaller']"
Lcom/android/server/pm/ShortcutService$Lifecycle,getMaxShortcutCountPerActivity,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]",['verifyCaller']
Lcom/android/server/pm/ShortcutService$Lifecycle,getPinnedShortcuts,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]","['getShortcutsWithQueryLocked', 'throwIfUserLockedL', 'verifyCaller']"
Lcom/android/server/pm/ShortcutService$Lifecycle,getRateLimitResetTime,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]","['throwIfUserLockedL', 'verifyCaller', 'getNextResetTimeLocked']"
Lcom/android/server/pm/ShortcutService$Lifecycle,getRemainingCallCount,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]","['injectBinderCallingUid', 'getPackageShortcutsForPublisherLocked', 'getApiCallCount', 'injectBinderCallingPid', 'throwIfUserLockedL', 'injectHasUnlimitedShortcutsApiCallsPermission', 'verifyCaller']"
Lcom/android/server/pm/ShortcutService$Lifecycle,isRequestPinItemSupported,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Primordial,I>, <Primordial,I>]","['injectClearCallingIdentity', 'isRequestPinItemSupported', 'injectRestoreCallingIdentity']"
Lcom/android/server/pm/ShortcutService$Lifecycle,onApplicationActive,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]","['resetRateLimitingForCommandLineNoSaving', 'enforceResetThrottlingPermission', 'isUserUnlockedL', 'getPackageShortcutsLocked', 'saveUserLocked']"
Lcom/android/server/pm/ShortcutService$Lifecycle,removeAllDynamicShortcuts,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]","['packageShortcutsChanged', 'getPackageShortcutsForPublisherLocked', 'deleteAllDynamicShortcuts', 'verifyStates', 'throwIfUserLockedL', 'verifyCaller']"
Lcom/android/server/pm/ShortcutService$Lifecycle,removeDynamicShortcuts,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Ljava/util/List>, <Primordial,I>]","['checkStringNotEmpty', 'deleteDynamicWithId', 'packageShortcutsChanged', 'getPackageShortcutsForPublisherLocked', 'verifyStates', 'verifyCaller', 'isShortcutExistsAndVisibleToPublisher', 'checkNotNull', 'size', 'get', 'throwIfUserLockedL', 'ensureImmutableShortcutsNotIncludedWithIds', 'adjustRanks']"
Lcom/android/server/pm/ShortcutService$Lifecycle,reportShortcutUsed,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]","['checkNotNull', 'getPackageShortcutsForPublisherLocked', 'findShortcutById', 'injectClearCallingIdentity', 'w', 'format', 'throwIfUserLockedL', 'reportShortcutUsage', 'injectRestoreCallingIdentity', 'verifyCaller']"
Lcom/android/server/pm/ShortcutService$Lifecycle,requestPinShortcut,5,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ShortcutInfo>, <Application,Landroid/content/IntentSender>, <Primordial,I>]","['checkNotNull', 'isEnabled', 'checkArgument', 'requestPinItem']"
Lcom/android/server/pm/ShortcutService$Lifecycle,resetThrottling,1,"[<Application,Lcom/android/server/pm/ShortcutService>]","['getCallingUserId', 'resetThrottlingInner', 'enforceSystemOrShell']"
Lcom/android/server/pm/ShortcutService$Lifecycle,setDynamicShortcuts,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ParceledListSlice>, <Primordial,I>]","['injectBinderCallingUid', 'packageShortcutsChanged', 'assignImplicitRanks', 'getPackageShortcutsForPublisherLocked', 'deleteAllDynamicShortcuts', 'verifyStates', 'injectBinderCallingPid', 'enforceShortcutCountsBeforeOperation', 'injectHasUnlimitedShortcutsApiCallsPermission', 'verifyCaller', 'verifyShortcutInfoPackages', 'clearAllImplicitRanks', 'size', 'getList', 'tryApiCall', 'get', 'throwIfUserLockedL', 'addOrReplaceDynamicShortcut', 'fixUpIncomingShortcutInfo', 'fillInDefaultActivity', 'ensureImmutableShortcutsNotIncluded', 'adjustRanks']"
Lcom/android/server/pm/ShortcutService$Lifecycle,updateShortcuts,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ParceledListSlice>, <Primordial,I>]","['injectCurrentTimeMillis', 'injectBinderCallingUid', 'getPackageShortcutsForPublisherLocked', 'verifyStates', 'isVisibleToPublisher', 'injectBinderCallingPid', 'enforceShortcutCountsBeforeOperation', 'getId', 'hasStringResources', 'clearAllImplicitRanks', 'removeIconLocked', 'fixUpShortcutResourceNamesAndValues', 'getList', 'setRankChanged', 'get', 'copyNonNullFieldsFrom', 'throwIfUserLockedL', 'saveIconAndFixUpShortcutLocked', 'fixUpIncomingShortcutInfo', 'setTimestamp', 'ensureImmutableShortcutsNotIncluded', 'adjustRanks', 'setImplicitRank', 'packageShortcutsChanged', 'assignImplicitRanks', 'injectHasUnlimitedShortcutsApiCallsPermission', 'getImplicitRank', 'verifyCaller', 'verifyShortcutInfoPackages', 'hasRank', 'getIcon', 'size', 'findShortcutById', 'tryApiCall', 'isEnabled', 'w']"
Lcom/android/server/BluetoothService,bindBluetoothProfileService,3,"[<Application,Lcom/android/server/BluetoothManagerService>, <Primordial,I>, <Application,Landroid/bluetooth/IBluetoothProfileServiceConnection>]","['getName', 'd', 'access$2000', 'sendMessageDelayed', 'get', 'toString', '<init>', 'append', 'put', 'obtainMessage']"
Lcom/android/server/BluetoothService,disable,3,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Ljava/lang/String>, <Primordial,Z>]","['getCallingUid', 'd', '<init>', 'persistBluetoothSetting', 'getAppId', 'enforceCallingOrSelfPermission', 'startConsentUiIfNeeded', 'sendDisableMsg', 'checkIfCallerIsForegroundUser', 'w', 'isEnabled', 'toString', 'append']"
Lcom/android/server/BluetoothService,enable,2,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Ljava/lang/String>]","['getCallingUid', 'd', 'sendEnableMsg', 'nameForState', '<init>', 'getAppId', 'enforceCallingOrSelfPermission', 'startConsentUiIfNeeded', 'isBluetoothDisallowed', 'checkIfCallerIsForegroundUser', 'w', 'isEnabled', 'toString', 'append']"
Lcom/android/server/BluetoothService,enableNoAutoConnect,2,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Ljava/lang/String>]","['isBluetoothDisallowed', 'getCallingUid', 'd', 'sendEnableMsg', 'toString', '<init>', 'append', 'enforceCallingOrSelfPermission', 'getAppId']"
Lcom/android/server/BluetoothService,getAddress,1,"[<Application,Lcom/android/server/BluetoothManagerService>]","['getCallingUid', 'unlock', 'e', 'checkIfCallerIsForegroundUser', 'w', 'readLock', 'lock', 'checkCallingOrSelfPermission', 'getAddress', 'enforceCallingOrSelfPermission']"
Lcom/android/server/BluetoothService,getBluetoothGatt,1,"[<Application,Lcom/android/server/BluetoothManagerService>]",[]
Lcom/android/server/BluetoothService,getName,1,"[<Application,Lcom/android/server/BluetoothManagerService>]","['getCallingUid', 'getName', 'unlock', 'e', 'checkIfCallerIsForegroundUser', 'w', 'readLock', 'lock', 'enforceCallingOrSelfPermission']"
Lcom/android/server/BluetoothService,getState,1,"[<Application,Lcom/android/server/BluetoothManagerService>]","['getCallingUid', 'getState', 'unlock', 'e', 'checkIfCallerIsForegroundUser', 'w', 'readLock', 'lock']"
Lcom/android/server/BluetoothService,isBleAppPresent,1,"[<Application,Lcom/android/server/BluetoothManagerService>]","['size', 'd', 'toString', '<init>', 'append']"
Lcom/android/server/BluetoothService,isBleScanAlwaysAvailable,1,"[<Application,Lcom/android/server/BluetoothManagerService>]","['getInt', 'isAirplaneModeOn']"
Lcom/android/server/BluetoothService,isEnabled,1,"[<Application,Lcom/android/server/BluetoothManagerService>]","['getCallingUid', 'unlock', 'e', 'checkIfCallerIsForegroundUser', 'w', 'readLock', 'isEnabled', 'lock']"
Lcom/android/server/BluetoothService,registerAdapter,2,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Landroid/bluetooth/IBluetoothManagerCallback>]","['w', 'sendMessage', 'obtainMessage']"
Lcom/android/server/BluetoothService,registerStateChangeCallback,2,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Landroid/bluetooth/IBluetoothStateChangeCallback>]","['w', 'sendMessage', 'obtainMessage', 'enforceCallingOrSelfPermission']"
Lcom/android/server/BluetoothService,unbindBluetoothProfileService,3,"[<Application,Lcom/android/server/BluetoothManagerService>, <Primordial,I>, <Application,Landroid/bluetooth/IBluetoothProfileServiceConnection>]","['get', 'access$2100', '<init>']"
Lcom/android/server/BluetoothService,unregisterAdapter,2,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Landroid/bluetooth/IBluetoothManagerCallback>]","['w', 'sendMessage', 'obtainMessage', 'enforceCallingOrSelfPermission']"
Lcom/android/server/BluetoothService,unregisterStateChangeCallback,2,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Landroid/bluetooth/IBluetoothStateChangeCallback>]","['w', 'sendMessage', 'obtainMessage', 'enforceCallingOrSelfPermission']"
Lcom/android/server/BluetoothService,updateBleAppCount,4,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Landroid/os/IBinder>, <Primordial,Z>, <Application,Ljava/lang/String>]","['d', 'size', 'get', 'disableBleScanMode', 'toString', '<init>', 'linkToDeath', 'unlinkToDeath', 'put', 'append', 'remove', 'sendBrEdrDownCallback']"
Lcom/android/server/fingerprint/FingerprintService,addClientActiveCallback,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/hardware/fingerprint/IFingerprintClientActiveCallback>]","['add', 'checkPermission', 'access$3100']"
Lcom/android/server/fingerprint/FingerprintService,addLockoutResetCallback,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/hardware/fingerprint/IFingerprintServiceLockoutResetCallback>]","['post', 'access$1500', '<init>']"
Lcom/android/server/fingerprint/FingerprintService,authenticate,9,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>, <Primordial,J>, <Primordial,I>, <Application,Landroid/hardware/fingerprint/IFingerprintServiceReceiver>, <Primordial,I>, <Application,Ljava/lang/String>, <Application,Landroid/os/Bundle>, <Application,Landroid/hardware/biometrics/IBiometricPromptReceiver>]","['access$1900', 'getCallingUid', 'getCallingUserId', 'post', 'v', 'toString', '<init>', 'access$1500', 'getCallingPid', 'isRestricted', 'append']"
Lcom/android/server/fingerprint/FingerprintService,cancelAuthentication,3,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>, <Application,Ljava/lang/String>]","['access$1900', 'getCallingUid', 'getCallingUserId', 'post', 'v', 'toString', '<init>', 'access$1500', 'getCallingPid', 'append']"
Lcom/android/server/fingerprint/FingerprintService,cancelEnrollment,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>]","['checkPermission', 'post', 'access$1500', '<init>']"
Lcom/android/server/fingerprint/FingerprintService,enroll,7,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>, <Primordial,[B>, <Primordial,I>, <Application,Landroid/hardware/fingerprint/IFingerprintServiceReceiver>, <Primordial,I>, <Application,Ljava/lang/String>]","['checkPermission', 'getEnrolledFingerprints', 'size', 'post', 'getResources', 'w', 'getInteger', 'access$1500', '<init>', 'isCurrentUserOrProfile', 'isRestricted', 'access$1700']"
Lcom/android/server/fingerprint/FingerprintService,enumerate,4,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>, <Primordial,I>, <Application,Landroid/hardware/fingerprint/IFingerprintServiceReceiver>]","['checkPermission', 'post', 'access$1500', '<init>', 'isRestricted']"
Lcom/android/server/fingerprint/FingerprintService,getAuthenticatorId,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Ljava/lang/String>]",['getAuthenticatorId']
Lcom/android/server/fingerprint/FingerprintService,getEnrolledFingerprints,3,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Primordial,I>, <Application,Ljava/lang/String>]","['access$1900', 'getCallingUid', 'getCallingUserId', 'emptyList', 'getEnrolledFingerprints', 'getCallingPid']"
Lcom/android/server/fingerprint/FingerprintService,hasEnrolledFingerprints,3,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Primordial,I>, <Application,Ljava/lang/String>]","['access$1900', 'getCallingUid', 'getCallingUserId', 'getCallingPid', 'hasEnrolledFingerprints']"
Lcom/android/server/fingerprint/FingerprintService,isClientActive,1,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>]","['checkPermission', 'access$100', 'access$000']"
Lcom/android/server/fingerprint/FingerprintService,isHardwareDetected,3,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Primordial,J>, <Application,Ljava/lang/String>]","['access$1900', 'getCallingUid', 'getCallingUserId', 'getFingerprintDaemon', 'restoreCallingIdentity', 'clearCallingIdentity', 'access$1300', 'getCallingPid']"
Lcom/android/server/fingerprint/FingerprintService,postEnroll,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>]","['checkPermission', 'startPostEnroll']"
Lcom/android/server/fingerprint/FingerprintService,preEnroll,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>]","['checkPermission', 'startPreEnroll']"
Lcom/android/server/fingerprint/FingerprintService,remove,6,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>, <Primordial,I>, <Primordial,I>, <Primordial,I>, <Application,Landroid/hardware/fingerprint/IFingerprintServiceReceiver>]","['checkPermission', 'post', 'access$1500', '<init>', 'isRestricted']"
Lcom/android/server/fingerprint/FingerprintService,removeClientActiveCallback,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/hardware/fingerprint/IFingerprintClientActiveCallback>]","['checkPermission', 'access$3100', 'remove']"
Lcom/android/server/fingerprint/FingerprintService,rename,4,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Primordial,I>, <Primordial,I>, <Application,Ljava/lang/String>]","['checkPermission', 'post', 'access$1500', '<init>', 'isCurrentUserOrProfile']"
Lcom/android/server/fingerprint/FingerprintService,resetTimeout,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Primordial,[B>]","['checkPermission', 'post', 'access$1500', 'access$2900']"
Lcom/android/server/fingerprint/FingerprintService,setActiveUser,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Primordial,I>]","['checkPermission', 'post', 'access$1500', '<init>']"
Lcom/android/server/om/OverlayManagerService,getAllOverlays,2,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Primordial,I>]","['access$500', 'getOverlaysForUser', 'handleIncomingUser', 'access$300']"
Lcom/android/server/om/OverlayManagerService,getOverlayInfo,3,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,I>]","['access$500', 'handleIncomingUser', 'access$300', 'getOverlayInfo']"
Lcom/android/server/om/OverlayManagerService,getOverlayInfosForTarget,3,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,I>]","['emptyList', 'access$500', 'handleIncomingUser', 'access$300', 'getOverlayInfosForTarget']"
Lcom/android/server/om/OverlayManagerService,setEnabled,4,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>]","['setEnabled', 'access$500', 'restoreCallingIdentity', 'enforceChangeOverlayPackagesPermission', 'handleIncomingUser', 'access$300', 'clearCallingIdentity']"
Lcom/android/server/om/OverlayManagerService,setEnabledExclusive,4,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>]","['access$500', 'restoreCallingIdentity', 'enforceChangeOverlayPackagesPermission', 'handleIncomingUser', 'access$300', 'clearCallingIdentity', 'setEnabledExclusive']"
Lcom/android/server/om/OverlayManagerService,setEnabledExclusiveInCategory,3,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,I>]","['access$500', 'restoreCallingIdentity', 'enforceChangeOverlayPackagesPermission', 'handleIncomingUser', 'access$300', 'clearCallingIdentity', 'setEnabledExclusive']"
Lcom/android/server/om/OverlayManagerService,setHighestPriority,3,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,I>]","['access$500', 'restoreCallingIdentity', 'enforceChangeOverlayPackagesPermission', 'handleIncomingUser', 'access$300', 'setHighestPriority', 'clearCallingIdentity']"
Lcom/android/server/om/OverlayManagerService,setLowestPriority,3,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,I>]","['access$500', 'restoreCallingIdentity', 'enforceChangeOverlayPackagesPermission', 'handleIncomingUser', 'access$300', 'clearCallingIdentity', 'setLowestPriority']"
